,date,teams,home_team,away_team,opposition,result,score,home_goals,away_goals,aggregrate_score,peanalties,competition,season,year,month,day,swansea_goal,opposition_goals
177,19 Aug 1950,Swansea City v Birmingham City,Swansea City,Birmingham City,Birmingham City,L,0-1,0,1,-,-,League Division Two,1950,1950,8,19,0,1
178,24 Aug 1950,Swansea City v Sheffield United,Swansea City,Sheffield United,Sheffield United,L,1-2,1,2,-,-,League Division Two,1950,1950,8,24,1,2
179,26 Aug 1950,Hull City v Swansea City,Hull City,Swansea City,Hull City,L,2-1,2,1,-,-,League Division Two,1950,1950,8,26,1,2
180,28 Aug 1950,Sheffield United v Swansea City,Sheffield United,Swansea City,Sheffield United,L,6-1,6,1,-,-,League Division Two,1950,1950,8,28,1,6
181,02 Sep 1950,Swansea City v Doncaster Rovers,Swansea City,Doncaster Rovers,Doncaster Rovers,D,2-2,2,2,-,-,League Division Two,1950,1950,9,2,2,2
182,07 Sep 1950,Swansea City v Leeds United,Swansea City,Leeds United,Leeds United,W,4-2,4,2,-,-,League Division Two,1950,1950,9,7,4,2
183,09 Sep 1950,Brentford v Swansea City,Brentford,Swansea City,Brentford,L,2-1,2,1,-,-,League Division Two,1950,1950,9,9,1,2
184,16 Sep 1950,Swansea City v Blackburn Rovers,Swansea City,Blackburn Rovers,Blackburn Rovers,L,1-2,1,2,-,-,League Division Two,1950,1950,9,16,1,2
185,23 Sep 1950,Southampton v Swansea City,Southampton,Swansea City,Southampton,L,2-1,2,1,-,-,League Division Two,1950,1950,9,23,1,2
186,30 Sep 1950,Swansea City v Barnsley,Swansea City,Barnsley,Barnsley,W,1-0,1,0,-,-,League Division Two,1950,1950,9,30,1,0
187,07 Oct 1950,Swansea City v Chesterfield,Swansea City,Chesterfield,Chesterfield,W,2-0,2,0,-,-,League Division Two,1950,1950,10,7,2,0
188,14 Oct 1950,Queens Park Rangers v Swansea City,Queens Park Rangers,Swansea City,Queens Park Rangers,D,1-1,1,1,-,-,League Division Two,1950,1950,10,14,1,1
189,21 Oct 1950,Swansea City v Manchester City,Swansea City,Manchester City,Manchester City,L,2-3,2,3,-,-,League Division Two,1950,1950,10,21,2,3
190,28 Oct 1950,Leicester City v Swansea City,Leicester City,Swansea City,Leicester City,W,2-3,2,3,-,-,League Division Two,1950,1950,10,28,3,2
191,04 Nov 1950,Swansea City v Cardiff City,Swansea City,Cardiff City,Cardiff City,W,1-0,1,0,-,-,League Division Two,1950,1950,11,4,1,0
192,11 Nov 1950,Coventry City v Swansea City,Coventry City,Swansea City,Coventry City,L,3-1,3,1,-,-,League Division Two,1950,1950,11,11,1,3
193,18 Nov 1950,Swansea City v Bury,Swansea City,Bury,Bury,W,2-0,2,0,-,-,League Division Two,1950,1950,11,18,2,0
194,25 Nov 1950,Preston North End v Swansea City,Preston North End,Swansea City,Preston North End,L,5-1,5,1,-,-,League Division Two,1950,1950,11,25,1,5
195,02 Dec 1950,Swansea City v Notts County,Swansea City,Notts County,Notts County,W,2-1,2,1,-,-,League Division Two,1950,1950,12,2,2,1
196,09 Dec 1950,Grimsby Town v Swansea City,Grimsby Town,Swansea City,Grimsby Town,L,4-2,4,2,-,-,League Division Two,1950,1950,12,9,2,4
197,16 Dec 1950,Birmingham City v Swansea City,Birmingham City,Swansea City,Birmingham City,L,5-0,5,0,-,-,League Division Two,1950,1950,12,16,0,5
198,23 Dec 1950,Swansea City v Hull City,Swansea City,Hull City,Hull City,W,1-0,1,0,-,-,League Division Two,1950,1950,12,23,1,0
199,25 Dec 1950,Swansea City v Luton Town,Swansea City,Luton Town,Luton Town,L,0-2,0,2,-,-,League Division Two,1950,1950,12,25,0,2
200,26 Dec 1950,Luton Town v Swansea City,Luton Town,Swansea City,Luton Town,L,3-1,3,1,-,-,League Division Two,1950,1950,12,26,1,3
201,06 Jan 1951,Mansfield Town v Swansea City,Mansfield Town,Swansea City,Mansfield Town,L,2-0,2,0,-,-,FA Cup,1950,1951,1,6,0,2
202,13 Jan 1951,Swansea City v Brentford,Swansea City,Brentford,Brentford,W,2-1,2,1,-,-,League Division Two,1950,1951,1,13,2,1
203,20 Jan 1951,Blackburn Rovers v Swansea City,Blackburn Rovers,Swansea City,Blackburn Rovers,L,3-0,3,0,-,-,League Division Two,1950,1951,1,20,0,3
204,27 Jan 1951,Doncaster Rovers v Swansea City,Doncaster Rovers,Swansea City,Doncaster Rovers,L,1-0,1,0,-,-,League Division Two,1950,1951,1,27,0,1
205,03 Feb 1951,Swansea City v Southampton,Swansea City,Southampton,Southampton,W,2-1,2,1,-,-,League Division Two,1950,1951,2,3,2,1
206,17 Feb 1951,Barnsley v Swansea City,Barnsley,Swansea City,Barnsley,L,1-0,1,0,-,-,League Division Two,1950,1951,2,17,0,1
207,24 Feb 1951,Chesterfield v Swansea City,Chesterfield,Swansea City,Chesterfield,L,3-1,3,1,-,-,League Division Two,1950,1951,2,24,1,3
208,03 Mar 1951,Swansea City v Queens Park Rangers,Swansea City,Queens Park Rangers,Queens Park Rangers,W,1-0,1,0,-,-,League Division Two,1950,1951,3,3,1,0
209,14 Mar 1951,Manchester City v Swansea City,Manchester City,Swansea City,Manchester City,W,1-2,1,2,-,-,League Division Two,1950,1951,3,14,2,1
210,17 Mar 1951,Swansea City v Leicester City,Swansea City,Leicester City,Leicester City,W,2-1,2,1,-,-,League Division Two,1950,1951,3,17,2,1
211,23 Mar 1951,West Ham United v Swansea City,West Ham United,Swansea City,West Ham United,D,1-1,1,1,-,-,League Division Two,1950,1951,3,23,1,1
212,24 Mar 1951,Cardiff City v Swansea City,Cardiff City,Swansea City,Cardiff City,L,1-0,1,0,-,-,League Division Two,1950,1951,3,24,0,1
213,26 Mar 1951,Swansea City v West Ham United,Swansea City,West Ham United,West Ham United,W,3-2,3,2,-,-,League Division Two,1950,1951,3,26,3,2
214,31 Mar 1951,Swansea City v Coventry City,Swansea City,Coventry City,Coventry City,W,2-1,2,1,-,-,League Division Two,1950,1951,3,31,2,1
215,07 Apr 1951,Bury v Swansea City,Bury,Swansea City,Bury,D,1-1,1,1,-,-,League Division Two,1950,1951,4,7,1,1
216,14 Apr 1951,Swansea City v Preston North End,Swansea City,Preston North End,Preston North End,W,2-1,2,1,-,-,League Division Two,1950,1951,4,14,2,1
217,21 Apr 1951,Notts County v Swansea City,Notts County,Swansea City,Notts County,L,3-2,3,2,-,-,League Division Two,1950,1951,4,21,2,3
218,28 Apr 1951,Swansea City v Grimsby Town,Swansea City,Grimsby Town,Grimsby Town,L,1-3,1,3,-,-,League Division Two,1950,1951,4,28,1,3
219,05 May 1951,Leeds United v Swansea City,Leeds United,Swansea City,Leeds United,L,2-0,2,0,-,-,League Division Two,1950,1951,5,5,0,2
220,18 Aug 1951,Luton Town v Swansea City,Luton Town,Swansea City,Luton Town,D,2-2,2,2,-,-,League Division Two,1951,1951,8,18,2,2
221,20 Aug 1951,Coventry City v Swansea City,Coventry City,Swansea City,Coventry City,L,3-2,3,2,-,-,League Division Two,1951,1951,8,20,2,3
222,25 Aug 1951,Swansea City v Notts County,Swansea City,Notts County,Notts County,D,1-1,1,1,-,-,League Division Two,1951,1951,8,25,1,1
223,30 Aug 1951,Swansea City v Coventry City,Swansea City,Coventry City,Coventry City,W,7-1,7,1,-,-,League Division Two,1951,1951,8,30,7,1
224,01 Sep 1951,Queens Park Rangers v Swansea City,Queens Park Rangers,Swansea City,Queens Park Rangers,D,1-1,1,1,-,-,League Division Two,1951,1951,9,1,1,1
225,06 Sep 1951,West Ham United v Swansea City,West Ham United,Swansea City,West Ham United,D,2-2,2,2,-,-,League Division Two,1951,1951,9,6,2,2
226,08 Sep 1951,Swansea City v Blackburn Rovers,Swansea City,Blackburn Rovers,Blackburn Rovers,W,5-1,5,1,-,-,League Division Two,1951,1951,9,8,5,1
227,13 Sep 1951,Swansea City v West Ham United,Swansea City,West Ham United,West Ham United,W,2-1,2,1,-,-,League Division Two,1951,1951,9,13,2,1
228,15 Sep 1951,Hull City v Swansea City,Hull City,Swansea City,Hull City,L,5-2,5,2,-,-,League Division Two,1951,1951,9,15,2,5
229,22 Sep 1951,Swansea City v Barnsley,Swansea City,Barnsley,Barnsley,W,2-1,2,1,-,-,League Division Two,1951,1951,9,22,2,1
230,29 Sep 1951,Sheffield United v Swansea City,Sheffield United,Swansea City,Sheffield United,L,5-0,5,0,-,-,League Division Two,1951,1951,9,29,0,5
231,06 Oct 1951,Birmingham City v Swansea City,Birmingham City,Swansea City,Birmingham City,D,1-1,1,1,-,-,League Division Two,1951,1951,10,6,1,1
232,13 Oct 1951,Swansea City v Leicester City,Swansea City,Leicester City,Leicester City,W,1-0,1,0,-,-,League Division Two,1951,1951,10,13,1,0
233,20 Oct 1951,Nottingham Forest v Swansea City,Nottingham Forest,Swansea City,Nottingham Forest,D,2-2,2,2,-,-,League Division Two,1951,1951,10,20,2,2
234,27 Oct 1951,Swansea City v Brentford,Swansea City,Brentford,Brentford,D,1-1,1,1,-,-,League Division Two,1951,1951,10,27,1,1
235,03 Nov 1951,Doncaster Rovers v Swansea City,Doncaster Rovers,Swansea City,Doncaster Rovers,L,3-0,3,0,-,-,League Division Two,1951,1951,11,3,0,3
236,10 Nov 1951,Swansea City v Everton,Swansea City,Everton,Everton,L,0-2,0,2,-,-,League Division Two,1951,1951,11,10,0,2
237,17 Nov 1951,Southampton v Swansea City,Southampton,Swansea City,Southampton,L,3-2,3,2,-,-,League Division Two,1951,1951,11,17,2,3
238,24 Nov 1951,Swansea City v Sheffield Wednesday,Swansea City,Sheffield Wednesday,Sheffield Wednesday,L,1-2,1,2,-,-,League Division Two,1951,1951,11,24,1,2
239,01 Dec 1951,Leeds United v Swansea City,Leeds United,Swansea City,Leeds United,D,1-1,1,1,-,-,League Division Two,1951,1951,12,1,1,1
240,08 Dec 1951,Swansea City v Rotherham United,Swansea City,Rotherham United,Rotherham United,W,5-0,5,0,-,-,League Division Two,1951,1951,12,8,5,0
241,15 Dec 1951,Swansea City v Luton Town,Swansea City,Luton Town,Luton Town,L,0-3,0,3,-,-,League Division Two,1951,1951,12,15,0,3
242,22 Dec 1951,Notts County v Swansea City,Notts County,Swansea City,Notts County,L,2-0,2,0,-,-,League Division Two,1951,1951,12,22,0,2
243,25 Dec 1951,Swansea City v Cardiff City,Swansea City,Cardiff City,Cardiff City,D,1-1,1,1,-,-,League Division Two,1951,1951,12,25,1,1
244,26 Dec 1951,Cardiff City v Swansea City,Cardiff City,Swansea City,Cardiff City,L,3-0,3,0,-,-,League Division Two,1951,1951,12,26,0,3
245,29 Dec 1951,Swansea City v Queens Park Rangers,Swansea City,Queens Park Rangers,Queens Park Rangers,L,2-3,2,3,-,-,League Division Two,1951,1951,12,29,2,3
246,05 Jan 1952,Blackburn Rovers v Swansea City,Blackburn Rovers,Swansea City,Blackburn Rovers,L,3-1,3,1,-,-,League Division Two,1951,1952,1,5,1,3
247,12 Jan 1952,Reading v Swansea City,Reading,Swansea City,Reading,W,0-3,0,3,-,-,FA Cup,1951,1952,1,12,3,0
248,19 Jan 1952,Swansea City v Hull City,Swansea City,Hull City,Hull City,W,3-0,3,0,-,-,League Division Two,1951,1952,1,19,3,0
249,26 Jan 1952,Barnsley v Swansea City,Barnsley,Swansea City,Barnsley,W,2-3,2,3,-,-,League Division Two,1951,1952,1,26,3,2
250,02 Feb 1952,Swansea City v Rotherham United,Swansea City,Rotherham United,Rotherham United,W,3-0,3,0,-,-,FA Cup,1951,1952,2,2,3,0
251,09 Feb 1952,Swansea City v Sheffield United,Swansea City,Sheffield United,Sheffield United,W,3-1,3,1,-,-,League Division Two,1951,1952,2,9,3,1
252,16 Feb 1952,Swansea City v Birmingham City,Swansea City,Birmingham City,Birmingham City,W,4-0,4,0,-,-,League Division Two,1951,1952,2,16,4,0
253,23 Feb 1952,Swansea City v Newcastle United,Swansea City,Newcastle United,Newcastle United,L,0-1,0,1,-,-,FA Cup,1951,1952,2,23,0,1
254,01 Mar 1952,Leicester City v Swansea City,Leicester City,Swansea City,Leicester City,D,1-1,1,1,-,-,League Division Two,1951,1952,3,1,1,1
255,08 Mar 1952,Swansea City v Nottingham Forest,Swansea City,Nottingham Forest,Nottingham Forest,L,1-2,1,2,-,-,League Division Two,1951,1952,3,8,1,2
256,15 Mar 1952,Brentford v Swansea City,Brentford,Swansea City,Brentford,L,3-1,3,1,-,-,League Division Two,1951,1952,3,15,1,3
257,22 Mar 1952,Swansea City v Doncaster Rovers,Swansea City,Doncaster Rovers,Doncaster Rovers,L,1-2,1,2,-,-,League Division Two,1951,1952,3,22,1,2
258,29 Mar 1952,Everton v Swansea City,Everton,Swansea City,Everton,L,2-1,2,1,-,-,League Division Two,1951,1952,3,29,1,2
259,05 Apr 1952,Swansea City v Southampton,Swansea City,Southampton,Southampton,D,1-1,1,1,-,-,League Division Two,1951,1952,4,5,1,1
260,11 Apr 1952,Bury v Swansea City,Bury,Swansea City,Bury,L,4-1,4,1,-,-,League Division Two,1951,1952,4,11,1,4
261,12 Apr 1952,Sheffield Wednesday v Swansea City,Sheffield Wednesday,Swansea City,Sheffield Wednesday,D,1-1,1,1,-,-,League Division Two,1951,1952,4,12,1,1
262,14 Apr 1952,Swansea City v Bury,Swansea City,Bury,Bury,L,0-2,0,2,-,-,League Division Two,1951,1952,4,14,0,2
263,19 Apr 1952,Swansea City v Leeds United,Swansea City,Leeds United,Leeds United,W,4-1,4,1,-,-,League Division Two,1951,1952,4,19,4,1
264,26 Apr 1952,Rotherham United v Swansea City,Rotherham United,Swansea City,Rotherham United,W,1-3,1,3,-,-,League Division Two,1951,1952,4,26,3,1
265,23 Aug 1952,Swansea City v Sheffield United,Swansea City,Sheffield United,Sheffield United,L,1-2,1,2,-,-,League Division Two,1952,1952,8,23,1,2
266,27 Aug 1952,Doncaster Rovers v Swansea City,Doncaster Rovers,Swansea City,Doncaster Rovers,W,2-3,2,3,-,-,League Division Two,1952,1952,8,27,3,2
267,30 Aug 1952,Barnsley v Swansea City,Barnsley,Swansea City,Barnsley,L,3-1,3,1,-,-,League Division Two,1952,1952,8,30,1,3
268,04 Sep 1952,Swansea City v Doncaster Rovers,Swansea City,Doncaster Rovers,Doncaster Rovers,W,2-1,2,1,-,-,League Division Two,1952,1952,9,4,2,1
269,06 Sep 1952,Swansea City v Lincoln City,Swansea City,Lincoln City,Lincoln City,D,1-1,1,1,-,-,League Division Two,1952,1952,9,6,1,1
270,10 Sep 1952,Luton Town v Swansea City,Luton Town,Swansea City,Luton Town,L,3-1,3,1,-,-,League Division Two,1952,1952,9,10,1,3
271,13 Sep 1952,Hull City v Swansea City,Hull City,Swansea City,Hull City,D,1-1,1,1,-,-,League Division Two,1952,1952,9,13,1,1
272,18 Sep 1952,Swansea City v Luton Town,Swansea City,Luton Town,Luton Town,W,4-2,4,2,-,-,League Division Two,1952,1952,9,18,4,2
273,20 Sep 1952,Swansea City v Blackburn Rovers,Swansea City,Blackburn Rovers,Blackburn Rovers,D,1-1,1,1,-,-,League Division Two,1952,1952,9,20,1,1
274,27 Sep 1952,Nottingham Forest v Swansea City,Nottingham Forest,Swansea City,Nottingham Forest,L,6-4,6,4,-,-,League Division Two,1952,1952,9,27,4,6
275,04 Oct 1952,Swansea City v Everton,Swansea City,Everton,Everton,D,2-2,2,2,-,-,League Division Two,1952,1952,10,4,2,2
276,11 Oct 1952,Swansea City v Birmingham City,Swansea City,Birmingham City,Birmingham City,D,1-1,1,1,-,-,League Division Two,1952,1952,10,11,1,1
277,18 Oct 1952,Bury v Swansea City,Bury,Swansea City,Bury,W,1-3,1,3,-,-,League Division Two,1952,1952,10,18,3,1
278,25 Oct 1952,Swansea City v Southampton,Swansea City,Southampton,Southampton,L,1-2,1,2,-,-,League Division Two,1952,1952,10,25,1,2
279,01 Nov 1952,Notts County v Swansea City,Notts County,Swansea City,Notts County,W,3-4,3,4,-,-,League Division Two,1952,1952,11,1,4,3
280,08 Nov 1952,Swansea City v Leicester City,Swansea City,Leicester City,Leicester City,D,1-1,1,1,-,-,League Division Two,1952,1952,11,8,1,1
281,15 Nov 1952,West Ham United v Swansea City,West Ham United,Swansea City,West Ham United,L,3-0,3,0,-,-,League Division Two,1952,1952,11,15,0,3
282,22 Nov 1952,Swansea City v Fulham,Swansea City,Fulham,Fulham,D,1-1,1,1,-,-,League Division Two,1952,1952,11,22,1,1
283,29 Nov 1952,Rotherham United v Swansea City,Rotherham United,Swansea City,Rotherham United,L,2-1,2,1,-,-,League Division Two,1952,1952,11,29,1,2
284,06 Dec 1952,Swansea City v Plymouth Argyle,Swansea City,Plymouth Argyle,Plymouth Argyle,D,2-2,2,2,-,-,League Division Two,1952,1952,12,6,2,2
285,13 Dec 1952,Leeds United v Swansea City,Leeds United,Swansea City,Leeds United,L,5-1,5,1,-,-,League Division Two,1952,1952,12,13,1,5
286,20 Dec 1952,Sheffield United v Swansea City,Sheffield United,Swansea City,Sheffield United,L,7-1,7,1,-,-,League Division Two,1952,1952,12,20,1,7
287,25 Dec 1952,Huddersfield Town v Swansea City,Huddersfield Town,Swansea City,Huddersfield Town,L,3-0,3,0,-,-,League Division Two,1952,1952,12,25,0,3
288,27 Dec 1952,Swansea City v Huddersfield Town,Swansea City,Huddersfield Town,Huddersfield Town,D,3-3,3,3,-,-,League Division Two,1952,1952,12,27,3,3
289,03 Jan 1953,Swansea City v Barnsley,Swansea City,Barnsley,Barnsley,W,3-0,3,0,-,-,League Division Two,1952,1953,1,3,3,0
290,14 Jan 1953,Newcastle United v Swansea City,Newcastle United,Swansea City,Newcastle United,L,3-0,3,0,-,-,FA Cup,1952,1953,1,14,0,3
291,17 Jan 1953,Lincoln City v Swansea City,Lincoln City,Swansea City,Lincoln City,L,3-1,3,1,-,-,League Division Two,1952,1953,1,17,1,3
292,24 Jan 1953,Swansea City v Hull City,Swansea City,Hull City,Hull City,W,3-0,3,0,-,-,League Division Two,1952,1953,1,24,3,0
293,07 Feb 1953,Blackburn Rovers v Swansea City,Blackburn Rovers,Swansea City,Blackburn Rovers,L,3-0,3,0,-,-,League Division Two,1952,1953,2,7,0,3
294,14 Feb 1953,Swansea City v Nottingham Forest,Swansea City,Nottingham Forest,Nottingham Forest,W,2-1,2,1,-,-,League Division Two,1952,1953,2,14,2,1
295,21 Feb 1953,Everton v Swansea City,Everton,Swansea City,Everton,D,0-0,0,0,-,-,League Division Two,1952,1953,2,21,0,0
296,07 Mar 1953,Swansea City v Bury,Swansea City,Bury,Bury,W,2-0,2,0,-,-,League Division Two,1952,1953,3,7,2,0
297,11 Mar 1953,Birmingham City v Swansea City,Birmingham City,Swansea City,Birmingham City,W,1-4,1,4,-,-,League Division Two,1952,1953,3,11,4,1
298,14 Mar 1953,Southampton v Swansea City,Southampton,Swansea City,Southampton,W,1-4,1,4,-,-,League Division Two,1952,1953,3,14,4,1
299,21 Mar 1953,Swansea City v Notts County,Swansea City,Notts County,Notts County,W,5-1,5,1,-,-,League Division Two,1952,1953,3,21,5,1
300,28 Mar 1953,Leicester City v Swansea City,Leicester City,Swansea City,Leicester City,L,2-1,2,1,-,-,League Division Two,1952,1953,3,28,1,2
301,03 Apr 1953,Brentford v Swansea City,Brentford,Swansea City,Brentford,D,0-0,0,0,-,-,League Division Two,1952,1953,4,3,0,0
302,04 Apr 1953,Swansea City v West Ham United,Swansea City,West Ham United,West Ham United,W,4-1,4,1,-,-,League Division Two,1952,1953,4,4,4,1
303,06 Apr 1953,Swansea City v Brentford,Swansea City,Brentford,Brentford,W,3-2,3,2,-,-,League Division Two,1952,1953,4,6,3,2
304,11 Apr 1953,Fulham v Swansea City,Fulham,Swansea City,Fulham,L,3-1,3,1,-,-,League Division Two,1952,1953,4,11,1,3
305,16 Apr 1953,Swansea City v Leeds United,Swansea City,Leeds United,Leeds United,W,3-2,3,2,-,-,League Division Two,1952,1953,4,16,3,2
306,18 Apr 1953,Swansea City v Rotherham United,Swansea City,Rotherham United,Rotherham United,D,0-0,0,0,-,-,League Division Two,1952,1953,4,18,0,0
307,25 Apr 1953,Plymouth Argyle v Swansea City,Plymouth Argyle,Swansea City,Plymouth Argyle,L,3-2,3,2,-,-,League Division Two,1952,1953,4,25,2,3
308,19 Aug 1953,Swansea City v Doncaster Rovers,Swansea City,Doncaster Rovers,Doncaster Rovers,L,0-1,0,1,-,-,League Division Two,1953,1953,8,19,0,1
309,22 Aug 1953,Birmingham City v Swansea City,Birmingham City,Swansea City,Birmingham City,L,6-0,6,0,-,-,League Division Two,1953,1953,8,22,0,6
310,27 Aug 1953,Swansea City v Leeds United,Swansea City,Leeds United,Leeds United,W,4-3,4,3,-,-,League Division Two,1953,1953,8,27,4,3
311,29 Aug 1953,Swansea City v Nottingham Forest,Swansea City,Nottingham Forest,Nottingham Forest,W,2-1,2,1,-,-,League Division Two,1953,1953,8,29,2,1
312,02 Sep 1953,Leeds United v Swansea City,Leeds United,Swansea City,Leeds United,L,3-2,3,2,-,-,League Division Two,1953,1953,9,2,2,3
313,05 Sep 1953,Luton Town v Swansea City,Luton Town,Swansea City,Luton Town,L,2-0,2,0,-,-,League Division Two,1953,1953,9,5,0,2
314,10 Sep 1953,Swansea City v West Ham United,Swansea City,West Ham United,West Ham United,D,1-1,1,1,-,-,League Division Two,1953,1953,9,10,1,1
315,12 Sep 1953,Swansea City v Plymouth Argyle,Swansea City,Plymouth Argyle,Plymouth Argyle,L,0-1,0,1,-,-,League Division Two,1953,1953,9,12,0,1
316,14 Sep 1953,West Ham United v Swansea City,West Ham United,Swansea City,West Ham United,L,4-1,4,1,-,-,League Division Two,1953,1953,9,14,1,4
317,19 Sep 1953,Bury v Swansea City,Bury,Swansea City,Bury,W,1-2,1,2,-,-,League Division Two,1953,1953,9,19,2,1
318,26 Sep 1953,Rotherham United v Swansea City,Rotherham United,Swansea City,Rotherham United,L,2-1,2,1,-,-,League Division Two,1953,1953,9,26,1,2
319,03 Oct 1953,Swansea City v Leicester City,Swansea City,Leicester City,Leicester City,D,0-0,0,0,-,-,League Division Two,1953,1953,10,3,0,0
320,10 Oct 1953,Swansea City v Oldham Athletic,Swansea City,Oldham Athletic,Oldham Athletic,W,4-0,4,0,-,-,League Division Two,1953,1953,10,10,4,0
321,17 Oct 1953,Everton v Swansea City,Everton,Swansea City,Everton,D,2-2,2,2,-,-,League Division Two,1953,1953,10,17,2,2
322,24 Oct 1953,Swansea City v Hull City,Swansea City,Hull City,Hull City,W,1-0,1,0,-,-,League Division Two,1953,1953,10,24,1,0
